transaction_id,customer_id,product_id,payment_method,device_id,amount,is_fraud,time_since_last_transaction,transactions_past_1hr,timestamp_hour,timestamp_day,timestamp_weekday,prev_timestamp_hour,prev_timestamp_day,prev_timestamp_weekday
273,11,29,,,66.61724813172555,False,14340.0,1750218032000000000,4,18,2,0.0,18.0,2.0
114,11,4,,,40.32895065670533,False,12240.0,1750230272000000000,8,18,2,4.0,18.0,2.0
248,11,9,,,73.65538046692023,False,5640.0,1750235912000000000,9,18,2,8.0,18.0,2.0
924,12,24,,,110.97064119334216,False,-1.0,1750084472000000000,15,16,0,,,
614,12,44,,,62.30302878023585,False,55800.0,1750140272000000000,7,17,1,15.0,16.0,0.0
598,12,2,,,100.6391687769671,False,2880.0,1750143152000000000,7,17,1,7.0,17.0,1.0
738,12,40,,,37.909387211337545,False,19080.0,1750162232000000000,13,17,1,7.0,17.0,1.0
480,12,47,,,1122.6318770743746,True,2160.0,1750164392000000000,13,17,1,13.0,17.0,1.0
628,12,45,,,33.92121975342137,False,11040.0,1750175432000000000,16,17,1,13.0,17.0,1.0
560,12,29,,,51.51564141942126,False,8160.0,1750183592000000000,19,17,1,16.0,17.0,1.0
837,12,47,,,103.485644919548,False,16980.0,1750200572000000000,23,17,1,19.0,17.0,1.0
550,12,21,,,50.00975204201191,False,17220.0,1750217792000000000,4,18,2,23.0,17.0,1.0
542,12,47,,,43.59722802833477,False,480.0,1750218272000000000,4,18,2,4.0,18.0,2.0
290,12,7,,,31.627691489141043,False,15120.0,1750233392000000000,8,18,2,4.0,18.0,2.0
214,12,12,,,65.76269526536325,False,4560.0,1750237952000000000,10,18,2,8.0,18.0,2.0
126,12,38,,,42.66754618713887,False,5280.0,1750243232000000000,11,18,2,10.0,18.0,2.0
983,13,44,,,50.98351041660008,False,-1.0,1750132832000000000,5,17,1,,,
610,13,46,,,102.70423357565024,False,8160.0,1750140992000000000,7,17,1,5.0,17.0,1.0
767,13,10,,,115.29212371690151,False,17760.0,1750158752000000000,12,17,1,7.0,17.0,1.0
690,13,47,,,41.3563761978934,False,9240.0,1750167992000000000,14,17,1,12.0,17.0,1.0
414,13,22,,,84.5428525906865,False,8280.0,1750176272000000000,17,17,1,14.0,17.0,1.0
600,13,42,,,65.12135206700422,False,2520.0,1750178792000000000,17,17,1,17.0,17.0,1.0
559,13,23,,,61.93715229147747,False,4920.0,1750183712000000000,19,17,1,17.0,17.0,1.0
656,13,7,,,44.44652123386418,False,27720.0,1750211432000000000,2,18,2,19.0,17.0,1.0
466,13,40,,,119.2765067929313,False,11400.0,1750222832000000000,6,18,2,2.0,18.0,2.0
167,13,38,,,34.48956257673379,False,17940.0,1750240772000000000,10,18,2,6.0,18.0,2.0
961,14,40,,,40.66485370738108,False,-1.0,1750077812000000000,13,16,0,,,
849,14,35,,,133.07321352359327,False,20160.0,1750097972000000000,19,16,0,13.0,16.0,0.0
728,14,5,,,35.44770527974463,False,21780.0,1750119752000000000,1,17,1,19.0,16.0,0.0
326,14,46,,,53.53557339375423,False,72360.0,1750192112000000000,21,17,1,1.0,17.0,1.0
953,14,32,,,174.1680018051963,False,1500.0,1750193612000000000,21,17,1,21.0,17.0,1.0
641,14,49,,,25.187504176690222,False,18720.0,1750212332000000000,3,18,2,21.0,17.0,1.0
147,14,47,,,48.06345433642176,False,12000.0,1750224332000000000,6,18,2,3.0,18.0,2.0
424,14,11,,,73.5168574452331,False,1020.0,1750225352000000000,6,18,2,6.0,18.0,2.0
84,14,35,,,34.532608179006466,False,10320.0,1750235672000000000,9,18,2,6.0,18.0,2.0
53,14,1,,,28.12795539863847,False,5580.0,1750241252000000000,11,18,2,9.0,18.0,2.0
970,15,33,,,27.57991863711012,False,-1.0,1750076192000000000,13,16,0,,,
729,15,13,,,103.51664963731443,False,43380.0,1750119572000000000,1,17,1,13.0,16.0,0.0
427,15,21,,,34.35167724523635,False,54360.0,1750173932000000000,16,17,1,1.0,17.0,1.0
448,15,12,,,136.49370846613965,False,23100.0,1750197032000000000,22,17,1,16.0,17.0,1.0
163,15,10,,,31.01763092521059,False,24420.0,1750221452000000000,5,18,2,22.0,17.0,1.0
151,15,39,,,17.99960500747515,False,11220.0,1750232672000000000,8,18,2,5.0,18.0,2.0
87,15,49,,,38.17267728759095,False,2460.0,1750235132000000000,9,18,2,8.0,18.0,2.0
103,15,41,,,49.172921216802905,False,9480.0,1750244612000000000,12,18,2,9.0,18.0,2.0
35,15,2,,,59.64500675991358,False,4080.0,1750248692000000000,13,18,2,12.0,18.0,2.0
2,15,6,,,31.241201358991763,False,1980.0,1750250672000000000,13,18,2,13.0,18.0,2.0
634,16,25,,,21.033075470080608,False,-1.0,1750136672000000000,6,17,1,,,
897,16,29,,,98.1383701016634,False,6480.0,1750143152000000000,7,17,1,6.0,17.0,1.0
512,16,19,,,63.186859748475214,False,15480.0,1750158632000000000,12,17,1,7.0,17.0,1.0
499,16,40,,,46.809948935868526,False,2340.0,1750160972000000000,12,17,1,12.0,17.0,1.0
741,16,45,,,72.68936993244684,False,900.0,1750161872000000000,13,17,1,12.0,17.0,1.0
734,16,29,,,38.34229964039131,False,840.0,1750162712000000000,13,17,1,13.0,17.0,1.0
465,16,11,,,34.39004063150114,False,4380.0,1750167092000000000,14,17,1,13.0,17.0,1.0
423,16,37,,,59.78251997147942,False,7560.0,1750174652000000000,16,17,1,14.0,17.0,1.0
625,16,30,,,73.77789494111548,False,38640.0,1750213292000000000,3,18,2,16.0,17.0,1.0
533,16,25,,,63.0333815667864,False,5520.0,1750218812000000000,4,18,2,3.0,18.0,2.0
489,16,9,,,42.241443717977106,False,2640.0,1750221452000000000,5,18,2,4.0,18.0,2.0
284,16,49,,,34.678569757425635,False,12300.0,1750233752000000000,9,18,2,5.0,18.0,2.0
249,16,10,,,76.2616540919715,False,2100.0,1750235852000000000,9,18,2,9.0,18.0,2.0
982,17,42,,,76.66656123278827,False,-1.0,1750132952000000000,5,17,1,,,
977,17,39,,,100.98785745131677,False,600.0,1750133552000000000,5,17,1,5.0,17.0,1.0
881,17,15,,,37.84208720833032,False,11520.0,1750145072000000000,8,17,1,5.0,17.0,1.0
879,17,1,,,80.31529511066952,False,240.0,1750145312000000000,8,17,1,8.0,17.0,1.0
815,17,27,,,70.88588092153653,False,7680.0,1750152992000000000,10,17,1,8.0,17.0,1.0
671,17,5,,,59.4557230728447,False,17280.0,1750170272000000000,15,17,1,10.0,17.0,1.0
362,17,18,,,37.66600199472559,False,15360.0,1750185632000000000,19,17,1,15.0,17.0,1.0
844,17,46,,,98.66663388852145,False,14520.0,1750200152000000000,23,17,1,19.0,17.0,1.0
760,17,7,,,21.016796602684288,False,5040.0,1750205192000000000,1,18,2,23.0,17.0,1.0
333,17,29,,,106.10897794090313,False,5640.0,1750210832000000000,2,18,2,1.0,18.0,2.0
653,17,13,,,71.9427310156701,False,780.0,1750211612000000000,2,18,2,2.0,18.0,2.0
605,17,18,,,52.7562884175042,False,2880.0,1750214492000000000,3,18,2,2.0,18.0,2.0
469,17,49,,,46.996865211713676,False,8160.0,1750222652000000000,5,18,2,3.0,18.0,2.0
401,17,46,,,10.56096417227742,True,4080.0,1750226732000000000,7,18,2,5.0,18.0,2.0
241,17,23,,,18.12363652040124,False,9600.0,1750236332000000000,9,18,2,7.0,18.0,2.0
989,18,9,,,50.258731590601236,False,-1.0,1750072772000000000,12,16,0,,,
782,18,32,,,51.65914906625937,False,37260.0,1750110032000000000,22,16,0,12.0,16.0,0.0
725,18,48,,,79.82654934973512,False,10260.0,1750120292000000000,1,17,1,22.0,16.0,0.0
967,18,41,,,72.7504877464003,False,14460.0,1750134752000000000,5,17,1,1.0,17.0,1.0
385,18,12,,,119.88223220543871,False,69840.0,1750204592000000000,0,18,2,5.0,17.0,1.0
648,18,6,,,40.78034955463661,False,7320.0,1750211912000000000,2,18,2,0.0,18.0,2.0
315,18,38,,,46.945025657541244,False,1080.0,1750212992000000000,3,18,2,2.0,18.0,2.0
78,18,17,,,42.45788378049209,False,23760.0,1750236752000000000,9,18,2,3.0,18.0,2.0
49,18,20,,,62.53632922131306,False,8160.0,1750244912000000000,12,18,2,9.0,18.0,2.0
912,19,30,,,56.814917948861535,False,-1.0,1750086632000000000,16,16,0,,,
616,19,44,,,78.74746221851942,False,53280.0,1750139912000000000,6,17,1,16.0,16.0,0.0
722,19,18,,,20.582661939429737,False,24240.0,1750164152000000000,13,17,1,6.0,17.0,1.0
679,19,49,,,19.590198423311648,False,5160.0,1750169312000000000,15,17,1,13.0,17.0,1.0
612,19,49,,,71.64616933951493,False,8040.0,1750177352000000000,17,17,1,15.0,17.0,1.0
471,19,40,,,10.0,True,16920.0,1750194272000000000,22,17,1,17.0,17.0,1.0
263,19,17,,,42.9593154850996,False,9180.0,1750203452000000000,0,18,2,22.0,17.0,1.0
260,19,27,,,110.13258796269383,False,540.0,1750203992000000000,0,18,2,0.0,18.0,2.0
686,19,32,,,47.262900922166835,False,5640.0,1750209632000000000,2,18,2,0.0,18.0,2.0
527,19,17,,,60.80659495401647,False,9540.0,1750219172000000000,4,18,2,2.0,18.0,2.0
468,19,36,,,48.34235107486787,False,3540.0,1750222712000000000,5,18,2,4.0,18.0,2.0
229,19,40,,,17.753014509231686,False,600.0,1750223312000000000,6,18,2,5.0,18.0,2.0
357,19,37,,,114.52941633618364,False,6060.0,1750229372000000000,7,18,2,6.0,18.0,2.0
296,19,19,,,73.59772457281545,False,3660.0,1750233032000000000,8,18,2,7.0,18.0,2.0
693,20,4,,,44.79782746328093,False,-1.0,1750126052000000000,3,17,1,,,
723,20,6,,,58.662106207705264,False,37980.0,1750164032000000000,13,17,1,3.0,17.0,1.0
329,20,23,,,111.68510968925091,False,27540.0,1750191572000000000,21,17,1,13.0,17.0,1.0
264,20,43,,,63.325479795245926,False,11700.0,1750203272000000000,0,18,2,21.0,17.0,1.0
257,20,2,,,110.52365523828686,False,1260.0,1750204532000000000,0,18,2,0.0,18.0,2.0
420,20,45,,,37.15141899874792,False,21060.0,1750225592000000000,6,18,2,0.0,18.0,2.0
300,20,49,,,83.43660369739241,False,7200.0,1750232792000000000,8,18,2,6.0,18.0,2.0
920,21,38,,,46.29064797073286,False,-1.0,1750085192000000000,15,16,0,,,
799,21,7,,,22.739092880875184,False,69720.0,1750154912000000000,11,17,1,15.0,16.0,0.0
581,21,26,,,12.236606777005752,False,26160.0,1750181072000000000,18,17,1,11.0,17.0,1.0
327,21,34,,,51.04724660002632,False,10860.0,1750191932000000000,21,17,1,18.0,17.0,1.0
913,21,14,,,72.02612392917392,False,4080.0,1750196012000000000,22,17,1,21.0,17.0,1.0
716,21,15,,,20.41898587547866,False,11820.0,1750207832000000000,1,18,2,22.0,17.0,1.0
348,21,35,,,65.61633318878955,False,22080.0,1750229912000000000,7,18,2,1.0,18.0,2.0
46,21,19,,,31.147301020653657,False,15360.0,1750245272000000000,12,18,2,7.0,18.0,2.0
22,21,24,,,85.20833055839084,False,1560.0,1750246832000000000,12,18,2,12.0,18.0,2.0
5,21,22,,,41.506761918325125,False,3660.0,1750250492000000000,13,18,2,12.0,18.0,2.0
919,22,9,,,115.78209280767264,False,-1.0,1750085372000000000,15,16,0,,,
494,22,40,,,41.86260108030472,False,76500.0,1750161872000000000,13,17,1,15.0,16.0,0.0
440,22,22,,,52.441597685296735,False,9720.0,1750171592000000000,15,17,1,13.0,17.0,1.0
339,22,8,,,92.06954699301768,False,58860.0,1750230452000000000,8,18,2,15.0,17.0,1.0
26,22,20,,,25.83513461919374,False,15660.0,1750246112000000000,12,18,2,8.0,18.0,2.0
13,22,30,,,62.186644204686594,False,3900.0,1750250012000000000,13,18,2,12.0,18.0,2.0
966,23,33,,,120.8946480531363,False,-1.0,1750076912000000000,13,16,0,,,
892,23,27,,,98.82665048080942,False,13320.0,1750090232000000000,17,16,0,13.0,16.0,0.0
633,23,37,,,50.5200595179166,False,46620.0,1750136852000000000,6,17,1,17.0,16.0,0.0
846,23,29,,,125.66404742308544,False,12420.0,1750149272000000000,9,17,1,6.0,17.0,1.0
520,23,12,,,306.4156024890875,True,7920.0,1750157192000000000,11,17,1,9.0,17.0,1.0
601,23,34,,,41.05137441373653,False,21480.0,1750178672000000000,17,17,1,11.0,17.0,1.0
396,23,44,,,85.42832458187331,False,840.0,1750179512000000000,17,17,1,17.0,17.0,1.0
594,23,16,,,36.1523849169911,False,0.0,1750179512000000000,17,17,1,17.0,17.0,1.0
278,23,21,,,31.664097920077037,False,21240.0,1750200752000000000,23,17,1,17.0,17.0,1.0
809,23,22,,,37.479060161551985,False,1500.0,1750202252000000000,0,18,2,23.0,17.0,1.0
162,23,2,,,152.66893942747134,False,19380.0,1750221632000000000,5,18,2,0.0,18.0,2.0
478,23,33,,,60.848537332526874,False,480.0,1750222112000000000,5,18,2,5.0,18.0,2.0
130,23,33,,,47.48997018925722,False,13080.0,1750235192000000000,9,18,2,5.0,18.0,2.0
585,24,15,,,80.53595062783376,False,-1.0,1750145492000000000,8,17,1,,,
541,24,26,,,31.030336739993245,False,7920.0,1750153412000000000,10,17,1,8.0,17.0,1.0
534,24,18,,,53.369737794022264,False,1260.0,1750154672000000000,11,17,1,10.0,17.0,1.0
744,24,24,,,30.542161644354554,False,6840.0,1750161512000000000,12,17,1,11.0,17.0,1.0
413,24,9,,,69.38847302959118,False,14940.0,1750176452000000000,17,17,1,12.0,17.0,1.0
593,24,33,,,31.40142404992194,False,3180.0,1750179632000000000,18,17,1,17.0,17.0,1.0
371,24,19,,,64.79114334515513,False,4380.0,1750184012000000000,19,17,1,18.0,17.0,1.0
301,24,45,,,29.48077460586155,False,30660.0,1750214672000000000,3,18,2,19.0,17.0,1.0
392,24,34,,,31.02186667792673,False,12600.0,1750227272000000000,7,18,2,3.0,18.0,2.0
304,24,16,,,38.53681779875565,False,5280.0,1750232552000000000,8,18,2,7.0,18.0,2.0
243,24,40,,,103.27935699115027,False,3660.0,1750236212000000000,9,18,2,8.0,18.0,2.0
204,24,12,,,55.652054622486155,False,2340.0,1750238552000000000,10,18,2,9.0,18.0,2.0
97,24,1,,,29.405119411725376,False,600.0,1750239152000000000,10,18,2,10.0,18.0,2.0
11,24,30,,,28.133925378137853,False,9660.0,1750248812000000000,13,18,2,10.0,18.0,2.0
629,25,14,,,56.754801417560984,False,-1.0,1750137572000000000,6,17,1,,,
902,25,7,,,61.29651325222103,False,4980.0,1750142552000000000,7,17,1,6.0,17.0,1.0
704,25,25,,,28.943184458535278,False,23760.0,1750166312000000000,14,17,1,7.0,17.0,1.0
985,25,40,,,46.04163341184422,False,25380.0,1750191692000000000,21,17,1,14.0,17.0,1.0
981,25,34,,,120.93957446898767,False,240.0,1750191932000000000,21,17,1,21.0,17.0,1.0
436,25,38,,,65.0333368011057,False,6540.0,1750198472000000000,23,17,1,21.0,17.0,1.0
774,25,36,,,444.85165443842516,True,5880.0,1750204352000000000,0,18,2,23.0,17.0,1.0
386,25,20,,,43.25432444040569,False,120.0,1750204472000000000,0,18,2,0.0,18.0,2.0
313,25,49,,,47.859799442068315,False,8760.0,1750213232000000000,3,18,2,0.0,18.0,2.0
412,25,39,,,52.93781379630755,False,12840.0,1750226072000000000,6,18,2,3.0,18.0,2.0
960,26,10,,,54.532566820370356,False,-1.0,1750077992000000000,13,16,0,,,
934,26,46,,,64.66864341123262,False,4680.0,1750082672000000000,15,16,0,13.0,16.0,0.0
570,26,14,,,40.36688162476258,False,65520.0,1750148192000000000,9,17,1,15.0,16.0,0.0
832,26,7,,,45.32417132562026,False,2760.0,1750150952000000000,10,17,1,9.0,17.0,1.0
409,26,2,,,47.349783785387366,False,26220.0,1750177172000000000,17,17,1,10.0,17.0,1.0
999,26,28,,,144.98489560644657,False,13680.0,1750190852000000000,21,17,1,17.0,17.0,1.0
943,26,38,,,54.58958773244212,False,3360.0,1750194212000000000,22,17,1,21.0,17.0,1.0
787,26,41,,,45.267483521566334,False,9360.0,1750203572000000000,0,18,2,22.0,17.0,1.0
498,26,43,,,66.97394437651283,False,17340.0,1750220912000000000,5,18,2,0.0,18.0,2.0
98,26,40,,,84.31653851595352,False,18120.0,1750239032000000000,10,18,2,5.0,18.0,2.0
661,27,45,,,68.34779899268854,False,-1.0,1750131812000000000,4,17,1,,,
906,27,24,,,84.83462426380757,False,10260.0,1750142072000000000,7,17,1,4.0,17.0,1.0
792,27,24,,,106.09346109979646,False,13680.0,1750155752000000000,11,17,1,7.0,17.0,1.0
758,27,27,,,50.92232332786135,False,4080.0,1750159832000000000,12,17,1,11.0,17.0,1.0
346,27,8,,,70.1006496778684,False,28680.0,1750188512000000000,20,17,1,12.0,17.0,1.0
932,27,30,,,30.671219665132416,False,6360.0,1750194872000000000,22,17,1,20.0,17.0,1.0
345,27,47,,,117.47010343276386,False,14520.0,1750209392000000000,2,18,2,22.0,17.0,1.0
398,27,17,,,61.965799942464336,False,17520.0,1750226912000000000,7,18,2,2.0,18.0,2.0
